Source = 1, Local odds = 0.55, Reward = 1, Time = 24.74315, 
Source = 2, Local odds = 0.45, Reward = 0, Time = 352.483, 
Source = 2, Local odds = 0.45, Reward = 0, Time = 358.0934, 
Source = 2, Local odds = 0.45, Reward = 0, Time = 364.2798, 
Source = 2, Local odds = 0.45, Reward = 1, Time = 370.0732, 
Source = 2, Local odds = 0.45, Reward = 1, Time = 375.075, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 400.3723, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 405.6749, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 410.744, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 415.8077, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 420.8615, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 426.4898, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 432.9239, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 440.6528, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 446.1002, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 452.1474, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 457.3333, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 462.6861, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 468.1392, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 473.1538, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 478.1672, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 506.5871, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 512.1503, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 517.4477, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 522.6783, 
Source = 1, Local odds = 0.55, Reward = 0, Time = 527.8646, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 533.5513, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 538.8898, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 545.1457, 
Source = 1, Local odds = 0.55, Reward = 0, Time = 551.7751, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 557.163, 
Source = 1, Local odds = 0.55, Reward = 0, Time = 562.7144, 
Source = 1, Local odds = 0.55, Reward = 0, Time = 569.5126, 
Source = 1, Local odds = 0.55, Reward = 0, Time = 576.4207, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 581.5836, 
Source = 1, Local odds = 0.55, Reward = 1, Time = 587.1368, 
Source = 1, Local odds = 0.55, Reward = 0, Time = 592.1526, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 621.1315, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 626.6957, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 632.0526, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 639.4161, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 645.3206, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 652.4941, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 657.7798, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 662.834, 
Source = 3, Local odds = 0.4, Reward = 0, Time = 668.4095, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 673.8039, 
Source = 3, Local odds = 0.4, Reward = 1, Time = 680.1707, 
Source = 2, Local odds = 0.45, Reward = 1, Time = 709.0343, 
Source = 2, Local odds = 0.45, Reward = 0, Time = 714.1534, 
Source = 2, Local odds = 0.45, Reward = 1, Time = 719.6956, 
Source = 2, Local odds = 0.45, Reward = 1, Time = 725.0259, 
Source = 2, Local odds = 0.45, Reward = 1, Time = 742.1954, 
