ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 67.38306, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 524.8824, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 530.7024, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 536.8107, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 542.9959, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 549.0162, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 554.3356, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 560.2435, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 565.4963, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 571.0272, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 577.713, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 584.3652, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 590.6626, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 597.1927, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 603.5121, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 609.3759, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 614.7609, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 620.2141, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 625.6449, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 631.0756, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 636.7734, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 642.3156, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 648.0459, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 653.6428, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 658.8072, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 664.1149, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 670.1572, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 675.4669, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 681.5854, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 687.4382, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 692.8567, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 698.0438, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 704.8184, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 710.1051, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 715.4138, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 721.166, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 726.941, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 732.894, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 738.2025, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 743.7098, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 749.1191, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 754.5376, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 761.9573, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 767.0662, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 772.2187, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 777.5947, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 783.2252, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 788.6663, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 793.7413, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 799.3832, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 804.6802, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 810.0558, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 815.6417, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 820.8853, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 826.881, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 832.4899, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 838.0872, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 844.1722, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 849.926, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 855.2791, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 860.388, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 867.4732, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 872.8812, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 897.6029, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 903.1672, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 908.5759, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 914.0179, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 920.2234, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 925.7986, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 931.3421, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 937.5606, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 942.9261, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 948.8336, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 955.1313, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 960.6619, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 966.1702, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 971.8454, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 978.209, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 983.6615, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 989.5349, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 995.1336, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 1004.994, 
ID= 214, Source = 0, Local odds = 0.5, Reward = 0, Time = 1013.924, 
ID= 214, Source = 0, Local odds = 0.5, Reward = 0, Time = 1019.6, 
